Sender-KntNr,Empfaenger-KntNr,Verwendungszweck,Betrag,Buchungsdatum
AT50 5914 7535 5076 3985,AT95 5079 3033 2191 2643,Auto,0.23,21.10.2018
AT10 0760 7731 4855 1789,AT25 2252 4773 6239 8605,,935.77,02.10.2017
AT08 8242 4149 1806 1191,AT34 2568 3484 0062 8014,Warenhandel,580.05,23.09.2018
AT80 3954 6633 3875 0597,AT27 4281 9942 0389 1927,Aktien,683.32,06.08.2018
AT25 2252 4773 6239 8605,AT52 4761 1464 4792 5682,Spende,329.74,13.10.2017
AT77 5714 5121 8373 3333,AT71 7270 8831 6056 9024,Spende,575.59,26.06.2018
AT81 1104 3648 6492 1249,AT73 0351 6823 5615 7175,Schulden,367.10,25.07.2017
AT81 1104 3648 6492 1249,AT82 8137 7112 6694 2806,Neueinrichtung,753.47,23.03.2018
AT08 8242 4149 1806 1191,AT34 9862 5121 9751 5569,Aktien,116.09,01.03.2017
AT00 3837 1294 3259 1959,AT52 4761 1464 4792 5682,Leben,369.27,05.04.2017
AT77 0689 8601 7267 2419,AT57 0089 3636 6067 8915,,933.86,21.02.2018
AT82 8137 7112 6694 2806,AT37 4165 0290 7991 9354,Leben,783.80,23.07.2017
AT58 0042 4020 9493 7961,AT80 0414 2633 0638 0714,Neueinrichtung,664.90,07.05.2017
AT78 6280 7841 3225 0685,AT34 1779 1973 2337 2860,Schulden,421.26,21.09.2018
AT46 4038 8451 6269 6532,AT81 1104 3648 6492 1249,Neueinrichtung,256.75,09.11.2017
AT34 1779 1973 2337 2860,AT78 4116 4634 9458 1407,Spende,915.64,13.10.2018
AT00 3837 1294 3259 1959,AT81 8069 2275 3090 5366,Auto,774.84,13.03.2017
AT83 2055 0343 5031 5242,AT96 2315 8547 9857 4362,Neueinrichtung,344.08,15.03.2017
AT73 0351 6823 5615 7175,AT52 4761 1464 4792 5682,Neueinrichtung,555.89,18.06.2017
AT78 6280 7841 3225 0685,AT60 2383 6562 9293 9096,Warenhandel,460.52,19.06.2018
AT31 5368 4239 0622 2678,AT73 7449 0172 9499 3958,Auto,249.40,22.03.2018
AT49 7869 6462 7722 2559,AT21 3259 6395 4314 9840,Schulden,542.94,05.10.2017
AT25 2252 4773 6239 8605,AT31 5368 4239 0622 2678,,276.10,17.03.2017
AT23 3627 5889 5495 9166,AT27 4281 9942 0389 1927,Neueinrichtung,72.17,21.11.2018
AT09 1239 5645 2894 7413,AT25 2252 4773 6239 8605,Spende,441.43,07.06.2018
AT05 1748 1837 7869 6873,AT30 9896 8538 8240 1931,Leben,262.74,14.04.2018
AT11 8048 7611 7051 3113,AT36 6263 5656 5947 3628,Spende,736.05,01.03.2018
AT32 3293 7887 1273 6568,AT78 6280 7841 3225 0685,Schulden,234.81,03.02.2018
AT09 1239 5645 2894 7413,AT34 1779 1973 2337 2860,Schulden,628.40,08.11.2018
AT11 9371 9162 5540 3652,AT55 8940 9044 2599 2567,,718.76,03.02.2017
AT52 4761 1464 4792 5682,AT80 0414 2633 0638 0714,Spende,372.41,22.04.2018
AT10 0760 7731 4855 1789,AT94 6088 9228 6351 2124,Schulden,24.98,27.10.2017
AT80 0414 2633 0638 0714,AT27 4281 9942 0389 1927,Spende,223.32,12.04.2018
AT77 5714 5121 8373 3333,AT56 8206 6127 2233 7903,,330.72,04.11.2017
AT73 0351 6823 5615 7175,AT89 1722 5241 3201 1443,Aktien,620.02,11.09.2018
AT80 3954 6633 3875 0597,AT89 1722 5241 3201 1443,Schulden,956.63,06.01.2017
AT99 3877 4273 7047 3592,AT78 6280 7841 3225 0685,Auto,33.21,10.04.2018
AT77 5714 5121 8373 3333,AT89 1722 5241 3201 1443,Aktien,770.20,23.06.2017
AT61 7283 8477 5641 3823,AT85 7494 8192 8332 9402,Schulden,379.42,12.07.2017
AT73 0351 6823 5615 7175,AT34 1779 1973 2337 2860,Auto,73.76,23.04.2018
AT73 4879 0209 4159 7619,AT50 5914 7535 5076 3985,Neueinrichtung,860.13,09.02.2018
AT32 3293 7887 1273 6568,AT56 8206 6127 2233 7903,Neueinrichtung,270.50,02.09.2018
AT09 1239 5645 2894 7413,AT73 7449 0172 9499 3958,Aktien,299.22,20.04.2017
AT96 2315 8547 9857 4362,AT34 1779 1973 2337 2860,Schulden,279.35,23.10.2018
AT83 4593 9652 1831 9309,AT11 9371 9162 5540 3652,Warenhandel,750.46,25.08.2017
AT05 1748 1837 7869 6873,AT49 7869 6462 7722 2559,Schulden,657.97,19.06.2017
AT08 8242 4149 1806 1191,AT80 0414 2633 0638 0714,Spende,760.39,25.04.2017
AT11 8048 7611 7051 3113,AT60 2383 6562 9293 9096,Spende,994.40,28.02.2017
AT80 3954 6633 3875 0597,AT11 8048 7611 7051 3113,Leben,456.39,24.01.2017
AT65 9915 4585 9244 5764,AT49 7869 6462 7722 2559,Aktien,649.58,19.09.2017
AT08 8242 4149 1806 1191,AT71 7270 8831 6056 9024,Aktien,835.54,08.01.2018
AT27 4281 9942 0389 1927,AT37 4165 0290 7991 9354,Schulden,565.72,08.04.2017
AT81 8069 2275 3090 5366,AT73 0351 6823 5615 7175,,625.99,09.06.2018
AT27 4281 9942 0389 1927,AT34 1779 1973 2337 2860,Spende,243.39,28.07.2017
AT80 3954 6633 3875 0597,AT31 5368 4239 0622 2678,Auto,503.86,22.04.2017
AT73 4879 0209 4159 7619,AT82 8137 7112 6694 2806,Schulden,768.18,26.04.2017
AT09 1239 5645 2894 7413,AT71 7270 8831 6056 9024,Auto,661.26,06.12.2018
AT73 4879 0209 4159 7619,AT78 4116 4634 9458 1407,Spende,837.56,06.06.2017
AT23 3627 5889 5495 9166,AT27 4281 9942 0389 1927,Schulden,850.85,05.03.2017
AT73 7449 0172 9499 3958,AT60 2383 6562 9293 9096,Leben,20.29,15.02.2017
AT10 0760 7731 4855 1789,AT34 9862 5121 9751 5569,Aktien,350.59,02.11.2018
AT46 4038 8451 6269 6532,AT76 6888 8605 9695 7795,Auto,720.33,16.08.2017
AT50 5914 7535 5076 3985,AT96 2315 8547 9857 4362,Neueinrichtung,890.35,24.05.2017
AT55 8940 9044 2599 2567,AT25 2252 4773 6239 8605,Spende,304.68,05.06.2017
AT81 8069 2275 3090 5366,AT55 8940 9044 2599 2567,Spende,442.08,26.11.2018
AT85 7494 8192 8332 9402,AT83 2055 0343 5031 5242,Auto,827.15,08.07.2017
AT55 8940 9044 2599 2567,AT08 8242 4149 1806 1191,Leben,969.82,02.01.2017
AT77 5714 5121 8373 3333,AT00 3837 1294 3259 1959,,782.90,22.04.2017
AT37 4165 0290 7991 9354,AT36 6263 5656 5947 3628,Schulden,333.91,28.04.2017
AT10 0760 7731 4855 1789,AT08 8242 4149 1806 1191,Auto,70.87,12.08.2018
AT50 5914 7535 5076 3985,AT49 7869 6462 7722 2559,Spende,847.04,08.06.2017
AT78 4116 4634 9458 1407,AT21 3259 6395 4314 9840,Schulden,553.40,18.01.2018
AT11 9371 9162 5540 3652,AT81 8069 2275 3090 5366,Leben,140.68,05.04.2017
AT10 0760 7731 4855 1789,AT71 7270 8831 6056 9024,Aktien,55.58,15.09.2018
AT94 6088 9228 6351 2124,AT73 0351 6823 5615 7175,Aktien,147.42,16.04.2017
AT61 7283 8477 5641 3823,AT37 4165 0290 7991 9354,Warenhandel,228.80,01.03.2018
AT83 2055 0343 5031 5242,AT34 9862 5121 9751 5569,Leben,165.52,27.01.2018
AT81 8069 2275 3090 5366,AT83 2055 0343 5031 5242,Aktien,529.79,16.10.2017
AT49 7869 6462 7722 2559,AT23 3627 5889 5495 9166,Spende,268.56,19.11.2017
AT55 8940 9044 2599 2567,AT00 3837 1294 3259 1959,Warenhandel,133.31,08.06.2018
AT25 2252 4773 6239 8605,AT46 4038 8451 6269 6532,Spende,270.31,21.08.2018
AT80 3954 6633 3875 0597,AT36 6263 5656 5947 3628,Warenhandel,296.08,20.06.2018
AT55 8940 9044 2599 2567,AT73 2816 5898 3126 3532,Spende,888.31,18.09.2017
AT34 1779 1973 2337 2860,AT37 2200 1453 3654 4508,Auto,581.18,28.10.2017
AT81 1104 3648 6492 1249,AT31 5368 4239 0622 2678,,881.11,11.08.2017
AT33 9460 1594 8170 4365,AT73 0351 6823 5615 7175,Schulden,927.17,02.02.2017
AT17 4463 0026 7361 8389,AT81 8069 2275 3090 5366,Spende,555.72,05.07.2018
AT81 8069 2275 3090 5366,AT81 1104 3648 6492 1249,Schulden,469.61,22.02.2018
AT09 1239 5645 2894 7413,AT57 0089 3636 6067 8915,Auto,242.58,24.10.2018
AT21 3259 6395 4314 9840,AT80 0414 2633 0638 0714,Auto,805.70,15.06.2017
AT58 0042 4020 9493 7961,AT23 3627 5889 5495 9166,Schulden,57.12,19.02.2017
AT77 5714 5121 8373 3333,AT08 8242 4149 1806 1191,Spende,816.61,26.08.2018
AT65 9915 4585 9244 5764,AT55 8940 9044 2599 2567,Auto,867.12,07.02.2018
AT38 1771 0448 8518 9824,AT77 5714 5121 8373 3333,Neueinrichtung,112.69,12.09.2018
AT73 0351 6823 5615 7175,AT25 2252 4773 6239 8605,Auto,376.48,28.01.2017
AT77 5714 5121 8373 3333,AT78 4116 4634 9458 1407,,584.06,14.11.2017
AT48 4644 0976 8993 2171,AT65 9915 4585 9244 5764,Neueinrichtung,495.51,06.08.2017
AT27 4281 9942 0389 1927,AT95 5079 3033 2191 2643,Spende,969.75,28.02.2018
AT11 9371 9162 5540 3652,AT81 8069 2275 3090 5366,Aktien,122.63,19.12.2018
AT85 9841 6026 7949 4737,AT25 2252 4773 6239 8605,Neueinrichtung,208.04,04.04.2017
AT60 2383 6562 9293 9096,AT25 2252 4773 6239 8605,Aktien,213.62,21.07.2017
AT80 0414 2633 0638 0714,AT77 5714 5121 8373 3333,Neueinrichtung,718.78,01.02.2017
AT60 2383 6562 9293 9096,AT00 3837 1294 3259 1959,Leben,775.56,16.04.2018
AT57 6282 2830 8723 9867,AT37 2200 1453 3654 4508,,621.40,11.09.2017
AT76 6888 8605 9695 7795,AT27 4281 9942 0389 1927,Neueinrichtung,181.32,16.01.2018
AT30 9896 8538 8240 1931,AT56 8206 6127 2233 7903,Neueinrichtung,45.94,12.07.2018
AT77 0689 8601 7267 2419,AT30 9896 8538 8240 1931,Leben,919.55,26.08.2017
AT65 9915 4585 9244 5764,AT82 8137 7112 6694 2806,Neueinrichtung,211.95,08.02.2017
AT80 3954 6633 3875 0597,AT81 8069 2275 3090 5366,Leben,97.70,28.11.2017
AT87 6023 4362 1392 0577,AT50 5914 7535 5076 3985,,81.31,16.02.2018
AT30 9896 8538 8240 1931,AT65 9915 4585 9244 5764,Aktien,737.75,26.04.2018
AT73 4879 0209 4159 7619,AT37 4165 0290 7991 9354,Aktien,460.66,17.03.2017
AT45 2213 9912 6657 0320,AT76 6888 8605 9695 7795,Neueinrichtung,947.35,16.12.2018
AT82 8137 7112 6694 2806,AT73 2816 5898 3126 3532,Warenhandel,287.22,25.09.2018
AT32 3293 7887 1273 6568,AT73 2816 5898 3126 3532,Neueinrichtung,524.12,06.09.2017
AT76 6888 8605 9695 7795,AT73 2816 5898 3126 3532,,117.24,25.05.2018
AT96 2315 8547 9857 4362,AT71 7270 8831 6056 9024,Spende,265.14,01.01.2017
AT11 8048 7611 7051 3113,AT73 2816 5898 3126 3532,Auto,524.38,09.05.2017
AT56 8206 6127 2233 7903,AT76 6888 8605 9695 7795,,382.78,25.02.2018
AT85 9841 6026 7949 4737,AT73 2816 5898 3126 3532,Warenhandel,659.82,22.02.2017
AT33 9460 1594 8170 4365,AT71 8337 5842 2084 3742,Aktien,662.01,24.03.2017
AT77 5714 5121 8373 3333,AT73 0351 6823 5615 7175,Neueinrichtung,927.04,27.10.2018
AT73 0351 6823 5615 7175,AT81 1104 3648 6492 1249,Leben,680.46,08.04.2017
AT77 5714 5121 8373 3333,AT71 7270 8831 6056 9024,Leben,972.73,02.09.2017
AT99 3877 4273 7047 3592,AT34 2568 3484 0062 8014,,312.99,27.01.2018
AT85 9841 6026 7949 4737,AT47 9309 4409 4792 4785,,295.36,13.09.2017
AT31 5368 4239 0622 2678,AT36 6263 5656 5947 3628,Schulden,797.39,19.06.2017
AT32 3293 7887 1273 6568,AT89 1722 5241 3201 1443,Leben,664.91,06.03.2017
AT78 4116 4634 9458 1407,AT73 0351 6823 5615 7175,Spende,321.81,19.04.2018
AT45 2213 9912 6657 0320,AT57 0089 3636 6067 8915,Schulden,285.34,07.06.2018
AT17 4463 0026 7361 8389,AT36 6263 5656 5947 3628,Auto,264.14,01.10.2018
AT00 3837 1294 3259 1959,AT09 1239 5645 2894 7413,Schulden,667.59,18.03.2017
AT31 5368 4239 0622 2678,AT48 4644 0976 8993 2171,,398.23,08.09.2017
AT31 5368 4239 0622 2678,AT50 5914 7535 5076 3985,Neueinrichtung,696.72,13.02.2017
AT96 2315 8547 9857 4362,AT94 6088 9228 6351 2124,,403.12,14.08.2018
AT77 5714 5121 8373 3333,AT27 4281 9942 0389 1927,Aktien,810.06,21.01.2018
AT87 6023 4362 1392 0577,AT99 3877 4273 7047 3592,Leben,185.10,23.04.2018
AT83 2055 0343 5031 5242,AT99 3877 4273 7047 3592,Warenhandel,148.87,24.11.2017
AT55 8940 9044 2599 2567,AT34 1779 1973 2337 2860,Schulden,844.23,28.03.2018
AT46 4038 8451 6269 6532,AT60 2383 6562 9293 9096,Aktien,507.70,17.07.2017
AT47 9309 4409 4792 4785,AT08 8242 4149 1806 1191,Auto,927.57,12.09.2017
AT36 6263 5656 5947 3628,AT65 9915 4585 9244 5764,Aktien,642.52,26.07.2018
AT23 3627 5889 5495 9166,AT76 6888 8605 9695 7795,Leben,695.22,21.12.2018
AT34 2568 3484 0062 8014,AT08 8242 4149 1806 1191,Warenhandel,406.63,25.02.2017
AT60 2383 6562 9293 9096,AT96 2315 8547 9857 4362,Auto,235.77,21.01.2017
AT46 4038 8451 6269 6532,AT00 3837 1294 3259 1959,Warenhandel,496.98,13.07.2018
AT77 0689 8601 7267 2419,AT89 1722 5241 3201 1443,Leben,514.33,23.12.2018
AT55 8940 9044 2599 2567,AT71 7270 8831 6056 9024,Spende,791.47,12.04.2018
AT73 0351 6823 5615 7175,AT34 9862 5121 9751 5569,Leben,47.49,25.01.2018
AT11 8048 7611 7051 3113,AT71 7270 8831 6056 9024,Aktien,574.27,13.03.2018
AT08 8242 4149 1806 1191,AT87 6023 4362 1392 0577,Leben,737.61,24.12.2018
AT83 4593 9652 1831 9309,AT46 4038 8451 6269 6532,Aktien,55.84,06.06.2017
AT36 6263 5656 5947 3628,AT52 4761 1464 4792 5682,Aktien,426.91,19.07.2017
AT57 6282 2830 8723 9867,AT78 4116 4634 9458 1407,Warenhandel,107.13,11.06.2017
AT71 7270 8831 6056 9024,AT21 3259 6395 4314 9840,Warenhandel,47.95,14.07.2017
AT50 5914 7535 5076 3985,AT87 6023 4362 1392 0577,Warenhandel,813.81,22.01.2017
AT85 7494 8192 8332 9402,AT95 5079 3033 2191 2643,Schulden,664.91,23.10.2017
AT81 8069 2275 3090 5366,AT94 6088 9228 6351 2124,Auto,278.14,02.01.2018
AT73 4879 0209 4159 7619,AT48 4644 0976 8993 2171,Schulden,58.11,07.12.2018
AT71 8337 5842 2084 3742,AT82 8137 7112 6694 2806,Aktien,731.64,28.04.2017
AT33 9460 1594 8170 4365,AT83 4593 9652 1831 9309,,140.55,21.04.2018
AT76 6888 8605 9695 7795,AT65 9915 4585 9244 5764,Leben,774.01,14.09.2017
AT56 8206 6127 2233 7903,AT23 3627 5889 5495 9166,Neueinrichtung,770.07,12.09.2017
AT77 0689 8601 7267 2419,AT21 3259 6395 4314 9840,,397.38,02.06.2017
AT08 8242 4149 1806 1191,AT34 1779 1973 2337 2860,Auto,960.52,23.09.2017
AT45 2213 9912 6657 0320,AT78 4116 4634 9458 1407,Aktien,81.96,17.02.2018
AT95 5079 3033 2191 2643,AT71 8337 5842 2084 3742,Auto,537.18,18.07.2017
AT10 0760 7731 4855 1789,AT00 3837 1294 3259 1959,Auto,359.85,21.10.2018
AT87 4186 5190 8996 4168,AT89 1722 5241 3201 1443,Schulden,67.02,16.08.2018
AT56 8206 6127 2233 7903,AT80 0414 2633 0638 0714,Schulden,300.78,01.05.2018
AT87 6023 4362 1392 0577,AT71 7270 8831 6056 9024,Spende,227.99,02.06.2018
AT60 2383 6562 9293 9096,AT52 4761 1464 4792 5682,Warenhandel,510.58,27.11.2017
AT33 9460 1594 8170 4365,AT47 9309 4409 4792 4785,Leben,243.91,19.07.2017
AT49 7869 6462 7722 2559,AT80 0414 2633 0638 0714,Schulden,486.27,28.09.2018
AT21 3259 6395 4314 9840,AT81 1104 3648 6492 1249,Auto,255.71,11.07.2017
AT80 3954 6633 3875 0597,AT50 5914 7535 5076 3985,Warenhandel,896.06,07.01.2018
AT61 7283 8477 5641 3823,AT83 2055 0343 5031 5242,,633.13,09.06.2018
AT81 1104 3648 6492 1249,AT34 9862 5121 9751 5569,Warenhandel,498.91,11.03.2018
AT32 3293 7887 1273 6568,AT11 8048 7611 7051 3113,Neueinrichtung,295.55,24.09.2017
AT73 0351 6823 5615 7175,AT85 7494 8192 8332 9402,Neueinrichtung,673.47,08.09.2017
AT25 2252 4773 6239 8605,AT60 2383 6562 9293 9096,Warenhandel,498.90,16.08.2017
AT81 8069 2275 3090 5366,AT48 4644 0976 8993 2171,Neueinrichtung,827.32,10.08.2018
AT05 1748 1837 7869 6873,AT21 3259 6395 4314 9840,,605.42,07.09.2018
AT87 6023 4362 1392 0577,AT73 2816 5898 3126 3532,Leben,223.13,14.07.2018
AT95 5079 3033 2191 2643,AT87 6023 4362 1392 0577,Neueinrichtung,838.14,05.05.2017
AT31 5368 4239 0622 2678,AT08 8242 4149 1806 1191,Spende,491.52,06.10.2017
AT60 2383 6562 9293 9096,AT31 5368 4239 0622 2678,Spende,985.35,17.10.2018
AT73 0351 6823 5615 7175,AT89 1722 5241 3201 1443,Auto,860.01,01.07.2017
AT76 6888 8605 9695 7795,AT73 7449 0172 9499 3958,Leben,880.80,04.05.2017
AT71 8337 5842 2084 3742,AT96 2315 8547 9857 4362,Warenhandel,156.16,04.08.2018
AT11 8048 7611 7051 3113,AT37 2200 1453 3654 4508,Spende,834.32,17.07.2018
AT78 4116 4634 9458 1407,AT27 4281 9942 0389 1927,Leben,515.69,13.02.2017
AT80 0414 2633 0638 0714,AT81 8069 2275 3090 5366,Leben,2.05,15.05.2018
AT99 3877 4273 7047 3592,AT00 3837 1294 3259 1959,Warenhandel,854.52,02.05.2017
AT34 1779 1973 2337 2860,AT34 2568 3484 0062 8014,Neueinrichtung,215.72,24.02.2018
AT00 3837 1294 3259 1959,AT85 7494 8192 8332 9402,,202.41,25.03.2018
AT77 0689 8601 7267 2419,AT23 3627 5889 5495 9166,Auto,473.62,12.09.2017
AT80 3954 6633 3875 0597,AT85 7494 8192 8332 9402,Warenhandel,980.77,23.08.2018
AT71 7270 8831 6056 9024,AT81 1104 3648 6492 1249,,536.36,19.11.2018
AT34 9862 5121 9751 5569,AT85 7494 8192 8332 9402,,600.56,13.03.2017
AT11 9371 9162 5540 3652,AT48 4644 0976 8993 2171,Neueinrichtung,20.36,04.03.2017
AT32 3293 7887 1273 6568,AT49 7869 6462 7722 2559,Auto,244.54,15.11.2017
AT87 6023 4362 1392 0577,AT30 9896 8538 8240 1931,Leben,594.15,19.12.2018
AT21 3259 6395 4314 9840,AT36 6263 5656 5947 3628,Warenhandel,250.63,27.01.2018
AT50 5914 7535 5076 3985,AT34 9862 5121 9751 5569,Spende,132.18,23.11.2018
AT21 3259 6395 4314 9840,AT34 9862 5121 9751 5569,Leben,616.19,25.12.2018
AT94 6088 9228 6351 2124,AT27 4281 9942 0389 1927,Auto,256.75,14.09.2018
AT36 6263 5656 5947 3628,AT34 1779 1973 2337 2860,Auto,937.62,23.09.2018
AT80 0414 2633 0638 0714,AT83 4593 9652 1831 9309,Auto,480.69,10.07.2018
AT37 4165 0290 7991 9354,AT94 6088 9228 6351 2124,Spende,448.75,26.07.2017
AT57 0089 3636 6067 8915,AT34 2568 3484 0062 8014,Auto,846.48,11.12.2018
AT25 2252 4773 6239 8605,AT48 4644 0976 8993 2171,Warenhandel,2.43,12.03.2017
AT34 9862 5121 9751 5569,AT73 2816 5898 3126 3532,,577.89,17.11.2018
AT27 4281 9942 0389 1927,AT78 6280 7841 3225 0685,Warenhandel,82.45,24.06.2017
AT30 9896 8538 8240 1931,AT73 7449 0172 9499 3958,Neueinrichtung,592.98,19.04.2018
AT80 0414 2633 0638 0714,AT78 4116 4634 9458 1407,Spende,1.70,07.09.2017
AT45 2213 9912 6657 0320,AT71 8337 5842 2084 3742,,370.84,16.05.2017
AT73 0351 6823 5615 7175,AT47 9309 4409 4792 4785,Aktien,889.35,12.02.2018
AT71 7270 8831 6056 9024,AT80 0414 2633 0638 0714,Spende,434.42,14.12.2018
AT11 9371 9162 5540 3652,AT87 6023 4362 1392 0577,Aktien,146.66,13.09.2018
AT48 4644 0976 8993 2171,AT76 6888 8605 9695 7795,Leben,358.99,20.01.2017
AT85 9841 6026 7949 4737,AT31 5368 4239 0622 2678,Auto,771.86,24.04.2017
AT65 9915 4585 9244 5764,AT73 7449 0172 9499 3958,Leben,616.84,23.02.2018
AT34 1779 1973 2337 2860,AT65 9915 4585 9244 5764,Aktien,660.44,13.07.2018
AT65 9915 4585 9244 5764,AT77 5714 5121 8373 3333,Neueinrichtung,137.17,10.09.2017
AT25 2252 4773 6239 8605,AT08 8242 4149 1806 1191,Schulden,427.31,24.09.2017
AT94 6088 9228 6351 2124,AT71 8337 5842 2084 3742,Leben,927.98,17.04.2017
AT48 4644 0976 8993 2171,AT50 5914 7535 5076 3985,,15.59,09.04.2018
AT33 9460 1594 8170 4365,AT78 6280 7841 3225 0685,Warenhandel,40.24,16.04.2017
AT83 2055 0343 5031 5242,AT11 8048 7611 7051 3113,,263.91,06.04.2017
AT11 8048 7611 7051 3113,AT71 8337 5842 2084 3742,,21.58,05.06.2018
AT89 1722 5241 3201 1443,AT11 8048 7611 7051 3113,Spende,405.50,26.02.2017
AT34 9862 5121 9751 5569,AT11 8048 7611 7051 3113,Aktien,441.47,26.06.2017
AT31 5368 4239 0622 2678,AT37 4165 0290 7991 9354,,132.95,22.01.2017
AT37 4165 0290 7991 9354,AT83 2055 0343 5031 5242,Warenhandel,585.46,03.03.2017
AT50 5914 7535 5076 3985,AT49 7869 6462 7722 2559,Warenhandel,81.23,15.02.2017
AT48 4644 0976 8993 2171,AT78 6280 7841 3225 0685,Leben,73.77,24.08.2017
AT11 9371 9162 5540 3652,AT73 0351 6823 5615 7175,,638.61,24.06.2017
AT77 0689 8601 7267 2419,AT73 2816 5898 3126 3532,,354.21,09.01.2017
AT73 2816 5898 3126 3532,AT78 4116 4634 9458 1407,Leben,208.86,11.07.2017
AT31 5368 4239 0622 2678,AT25 2252 4773 6239 8605,,582.36,21.01.2017
AT82 8137 7112 6694 2806,AT89 1722 5241 3201 1443,,761.09,19.09.2018
AT73 7449 0172 9499 3958,AT37 2200 1453 3654 4508,Spende,51.52,06.06.2018
AT08 8242 4149 1806 1191,AT34 1779 1973 2337 2860,Leben,960.54,25.03.2017
AT94 6088 9228 6351 2124,AT81 8069 2275 3090 5366,Schulden,888.81,26.08.2017
AT27 4281 9942 0389 1927,AT81 8069 2275 3090 5366,Auto,685.62,12.12.2018
AT78 4116 4634 9458 1407,AT99 3877 4273 7047 3592,Schulden,37.09,10.05.2017
AT73 2816 5898 3126 3532,AT36 6263 5656 5947 3628,Warenhandel,274.90,08.10.2017
AT57 0089 3636 6067 8915,AT65 9915 4585 9244 5764,,786.88,16.10.2017
AT47 9309 4409 4792 4785,AT96 2315 8547 9857 4362,Leben,898.57,23.07.2018
AT87 6023 4362 1392 0577,AT47 9309 4409 4792 4785,Auto,220.56,10.12.2018
AT60 2383 6562 9293 9096,AT95 5079 3033 2191 2643,,343.05,25.03.2018
AT82 8137 7112 6694 2806,AT83 4593 9652 1831 9309,Aktien,574.69,19.11.2017
AT85 9841 6026 7949 4737,AT27 4281 9942 0389 1927,Auto,986.68,12.06.2017
AT47 9309 4409 4792 4785,AT85 7494 8192 8332 9402,Warenhandel,460.35,19.03.2017
AT11 8048 7611 7051 3113,AT11 9371 9162 5540 3652,Neueinrichtung,487.52,05.09.2018
AT38 1771 0448 8518 9824,AT77 5714 5121 8373 3333,Schulden,579.45,08.10.2017
AT83 2055 0343 5031 5242,AT76 6888 8605 9695 7795,Aktien,644.11,11.11.2018
AT71 8337 5842 2084 3742,AT57 0089 3636 6067 8915,Warenhandel,837.70,24.03.2017
AT36 6263 5656 5947 3628,AT34 2568 3484 0062 8014,Schulden,713.43,10.05.2018
AT78 4116 4634 9458 1407,AT85 7494 8192 8332 9402,Spende,909.36,28.10.2017
AT87 6023 4362 1392 0577,AT00 3837 1294 3259 1959,Schulden,988.84,18.10.2017
AT55 8940 9044 2599 2567,AT89 1722 5241 3201 1443,Aktien,73.16,01.03.2018
AT10 0760 7731 4855 1789,AT34 9862 5121 9751 5569,Schulden,110.49,15.12.2018
AT78 4116 4634 9458 1407,AT77 5714 5121 8373 3333,Auto,209.10,14.03.2017
AT30 9896 8538 8240 1931,AT50 5914 7535 5076 3985,Auto,975.18,17.06.2017
AT78 4116 4634 9458 1407,AT47 9309 4409 4792 4785,Neueinrichtung,583.89,06.07.2018
AT34 9862 5121 9751 5569,AT81 1104 3648 6492 1249,Neueinrichtung,464.05,27.09.2018
AT60 2383 6562 9293 9096,AT47 9309 4409 4792 4785,Warenhandel,235.96,15.01.2018
AT52 4761 1464 4792 5682,AT78 4116 4634 9458 1407,Warenhandel,365.35,07.11.2018
AT17 4463 0026 7361 8389,AT50 5914 7535 5076 3985,Spende,718.36,11.06.2018
AT82 8137 7112 6694 2806,AT78 6280 7841 3225 0685,Aktien,305.84,07.08.2018
AT46 4038 8451 6269 6532,AT56 8206 6127 2233 7903,Neueinrichtung,469.22,22.03.2017
AT56 8206 6127 2233 7903,AT95 5079 3033 2191 2643,Leben,539.70,20.08.2017
AT32 3293 7887 1273 6568,AT23 3627 5889 5495 9166,Leben,218.32,16.02.2018
AT80 0414 2633 0638 0714,AT30 9896 8538 8240 1931,Warenhandel,535.20,20.05.2018
AT11 8048 7611 7051 3113,AT73 2816 5898 3126 3532,Aktien,574.96,19.04.2017
AT56 8206 6127 2233 7903,AT47 9309 4409 4792 4785,Auto,549.55,10.06.2018
AT85 7494 8192 8332 9402,AT52 4761 1464 4792 5682,Aktien,919.08,07.08.2017
AT32 3293 7887 1273 6568,AT95 5079 3033 2191 2643,Leben,793.00,12.06.2018
AT45 2213 9912 6657 0320,AT57 0089 3636 6067 8915,Leben,856.35,28.09.2017
AT00 3837 1294 3259 1959,AT73 2816 5898 3126 3532,Schulden,467.22,01.08.2017
AT56 8206 6127 2233 7903,AT73 0351 6823 5615 7175,Neueinrichtung,217.51,28.04.2017
AT52 4761 1464 4792 5682,AT80 0414 2633 0638 0714,,828.37,25.10.2017
AT17 4463 0026 7361 8389,AT56 8206 6127 2233 7903,Auto,563.47,25.02.2017
AT45 2213 9912 6657 0320,AT11 8048 7611 7051 3113,Schulden,267.18,28.08.2018
AT10 0760 7731 4855 1789,AT99 3877 4273 7047 3592,Auto,29.06,03.12.2018
AT49 7869 6462 7722 2559,AT21 3259 6395 4314 9840,Aktien,602.28,14.08.2018
AT32 3293 7887 1273 6568,AT71 7270 8831 6056 9024,Schulden,925.87,11.07.2018
AT85 9841 6026 7949 4737,AT81 8069 2275 3090 5366,Schulden,832.03,17.02.2017
AT57 6282 2830 8723 9867,AT56 8206 6127 2233 7903,Auto,606.82,07.12.2018
AT73 0351 6823 5615 7175,AT89 1722 5241 3201 1443,Spende,764.84,09.02.2017
